accelX, accelY, accelZ, gyroX, gyroY, gyroZ, magX, magY, magZ, timestamp
0.42, -0.04, 0.91, 0.00, -0.49, 0.24, 0.04, -0.05, 0.41, 44503
0.42, -0.04, 0.90, 0.00, -0.43, 0.24, 0.04, -0.05, 0.41, 44513
0.42, -0.04, 0.90, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 44523
0.42, -0.04, 0.90, -0.06, -0.37, 0.24, 0.04, -0.05, 0.41, 44533
0.42, -0.04, 0.91, -0.12, -0.49, 0.30, 0.04, -0.06, 0.41, 44543
0.42, -0.04, 0.90, -0.06, -0.30, 0.30, 0.05, -0.05, 0.41, 44553
0.42, -0.04, 0.91, -0.18, -0.37, 0.24, 0.04, -0.05, 0.41, 44563
0.42, -0.04, 0.90, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 44573
0.42, -0.04, 0.91, -0.06, -0.49, 0.24, 0.04, -0.05, 0.41, 44583
0.42, -0.04, 0.90, -0.06, -0.49, 0.30, 0.04, -0.05, 0.41, 44593
0.42, -0.04, 0.91, 0.00, -0.43, 0.30, 0.05, -0.05, 0.41, 44603
0.42, -0.04, 0.90, 0.00, -0.37, 0.30, 0.04, -0.05, 0.41, 44613
0.42, -0.04, 0.91, -0.12, -0.43, 0.24, 0.04, -0.05, 0.41, 44623
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 44633
0.42, -0.04, 0.90, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 44643
0.42, -0.04, 0.91, -0.06, -0.49, 0.30, 0.04, -0.06, 0.41, 44653
0.42, -0.04, 0.90, 0.00, -0.43, 0.30, 0.05, -0.05, 0.41, 44663
0.42, -0.04, 0.91, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 44673
0.42, -0.04, 0.90, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 44683
0.42, -0.04, 0.91, 0.00, -0.43, 0.24, 0.04, -0.05, 0.41, 44693
0.42, -0.04, 0.90, -0.30, -0.49, 0.18, 0.04, -0.06, 0.41, 44703
0.43, -0.04, 0.91, 0.18, -0.37, 0.37, 0.04, -0.05, 0.42, 44713
0.42, -0.04, 0.90, -0.24, -0.49, 0.12, 0.04, -0.05, 0.41, 44723
0.42, -0.04, 0.91, 0.12, -0.49, 0.30, 0.04, -0.05, 0.41, 44733
0.42, -0.04, 0.91, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 44743
0.42, -0.04, 0.90, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 44753
0.42, -0.04, 0.91, -0.06, -0.37, 0.30, 0.04, -0.05, 0.41, 44763
0.42, -0.04, 0.90, -0.06, -0.37, 0.30, 0.04, -0.05, 0.41, 44773
0.42, -0.04, 0.91, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 44783
0.42, -0.04, 0.90, -0.12, -0.49, 0.24, 0.04, -0.05, 0.41, 44793
0.42, -0.04, 0.90, 0.00, -0.49, 0.30, 0.04, -0.05, 0.41, 44803
0.42, -0.04, 0.91, -0.12, -0.49, 0.24, 0.04, -0.05, 0.41, 44813
0.42, -0.04, 0.90, 0.06, -0.37, 0.30, 0.04, -0.05, 0.41, 44823
0.42, -0.04, 0.91, -0.18, -0.49, 0.24, 0.04, -0.05, 0.41, 44833
0.42, -0.04, 0.90, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 44843
0.42, -0.04, 0.91, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 44853
0.42, -0.04, 0.90, -0.12, -0.49, 0.24, 0.04, -0.05, 0.41, 44863
0.42, -0.04, 0.91, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 44873
0.42, -0.04, 0.90, -0.12, -0.49, 0.30, 0.04, -0.05, 0.41, 44883
0.42, -0.04, 0.90, 0.00, -0.43, 0.24, 0.04, -0.06, 0.41, 44893
0.42, -0.04, 0.91, -0.12, -0.49, 0.24, 0.04, -0.05, 0.41, 44903
0.42, -0.04, 0.90, 0.00, -0.37, 0.30, 0.04, -0.05, 0.41, 44913
0.42, -0.04, 0.91, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 44923
0.42, -0.04, 0.90, 0.00, -0.43, 0.24, 0.04, -0.05, 0.41, 44933
0.42, -0.04, 0.91, -0.06, -0.49, 0.30, 0.04, -0.05, 0.41, 44943
0.42, -0.04, 0.90, 0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 44953
0.42, -0.04, 0.90, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 44963
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 44973
0.42, -0.04, 0.91, -0.06, -0.43, 0.24, 0.05, -0.05, 0.41, 44983
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.05, -0.05, 0.41, 44993
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45003
0.42, -0.04, 0.90, 0.00, -0.49, 0.30, 0.04, -0.05, 0.41, 45013
0.42, -0.04, 0.90, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 45023
0.42, -0.04, 0.91, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45033
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.05, -0.05, 0.41, 45043
0.42, -0.04, 0.90, -0.06, -0.43, 0.30, 0.05, -0.05, 0.41, 45053
0.42, -0.04, 0.91, 0.00, -0.43, 0.24, 0.04, -0.05, 0.41, 45063
0.42, -0.04, 0.90, -0.06, -0.49, 0.30, 0.04, -0.05, 0.41, 45073
0.42, -0.04, 0.91, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45083
0.42, -0.04, 0.91, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 45093
0.42, -0.04, 0.91, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45103
0.42, -0.04, 0.90, 0.00, -0.43, 0.24, 0.04, -0.05, 0.41, 45113
0.42, -0.04, 0.90, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 45123
0.42, -0.04, 0.90, 0.00, -0.43, 0.24, 0.04, -0.05, 0.41, 45133
0.42, -0.04, 0.90, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45143
0.42, -0.04, 0.91, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45153
0.42, -0.04, 0.90, -0.06, -0.37, 0.30, 0.04, -0.05, 0.41, 45163
0.42, -0.04, 0.90, -0.06, -0.49, 0.24, 0.05, -0.05, 0.41, 45173
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45183
0.42, -0.04, 0.90, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45193
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45203
0.42, -0.04, 0.90, 0.00, -0.43, 0.24, 0.05, -0.05, 0.41, 45213
0.42, -0.04, 0.91, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 45223
0.42, -0.04, 0.90, 0.00, -0.43, 0.30, 0.04, -0.06, 0.41, 45233
0.42, -0.04, 0.91, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45243
0.42, -0.04, 0.90, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 45253
0.42, -0.04, 0.90, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45263
0.42, -0.04, 0.91, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45273
0.42, -0.04, 0.91, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 45283
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45293
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45303
0.42, -0.04, 0.91, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 45313
0.42, -0.04, 0.91, 0.00, -0.43, 0.24, 0.04, -0.05, 0.41, 45323
0.42, -0.04, 0.90, 0.00, -0.43, 0.24, 0.05, -0.05, 0.41, 45333
0.42, -0.04, 0.90, 0.00, -0.43, 0.24, 0.04, -0.05, 0.41, 45343
0.42, -0.04, 0.91, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45353
0.42, -0.04, 0.91, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45363
0.42, -0.04, 0.91, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45373
0.42, -0.04, 0.91, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45383
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.05, -0.05, 0.41, 45393
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45403
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45413
0.42, -0.04, 0.91, 0.00, -0.43, 0.24, 0.04, -0.05, 0.41, 45423
0.42, -0.04, 0.91, 0.00, -0.43, 0.24, 0.04, -0.05, 0.41, 45433
0.42, -0.04, 0.91, -0.12, -0.43, 0.30, 0.05, -0.05, 0.41, 45443
0.42, -0.04, 0.90, -0.06, -0.37, 0.24, 0.04, -0.05, 0.42, 45453
0.42, -0.04, 0.91, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45463
0.42, -0.04, 0.90, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 45473
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45483
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.05, -0.05, 0.41, 45493
0.42, -0.04, 0.91, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45503
0.42, -0.04, 0.91, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 45513
0.42, -0.04, 0.91, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45523
0.42, -0.04, 0.90, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45533
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45543
0.42, -0.04, 0.91, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 45553
0.42, -0.04, 0.90, 0.00, -0.43, 0.30, 0.05, -0.05, 0.41, 45563
0.42, -0.04, 0.91, 0.00, -0.43, 0.24, 0.04, -0.05, 0.41, 45573
0.42, -0.04, 0.91, 0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45583
0.42, -0.04, 0.90, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45593
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45603
0.42, -0.04, 0.91, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 45613
0.42, -0.04, 0.90, -0.12, -0.43, 0.30, 0.04, -0.05, 0.41, 45623
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45633
0.42, -0.04, 0.91, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45643
0.42, -0.04, 0.91, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45653
0.42, -0.04, 0.90, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45663
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45673
0.42, -0.04, 0.90, 0.00, -0.37, 0.24, 0.04, -0.05, 0.41, 45683
0.42, -0.04, 0.90, -0.12, -0.49, 0.24, 0.04, -0.05, 0.41, 45693
0.42, -0.04, 0.91, 0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45703
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45713
0.42, -0.04, 0.91, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45723
0.42, -0.04, 0.91, -0.06, -0.37, 0.24, 0.04, -0.05, 0.41, 45733
0.42, -0.04, 0.90, 0.00, -0.37, 0.30, 0.04, -0.05, 0.41, 45743
0.42, -0.04, 0.91, -0.12, -0.49, 0.24, 0.04, -0.05, 0.41, 45753
0.42, -0.04, 0.90, 0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45763
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45773
0.42, -0.04, 0.91, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45783
0.42, -0.04, 0.91, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45793
0.42, -0.04, 0.91, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45803
0.42, -0.04, 0.91, 0.00, -0.37, 0.30, 0.04, -0.05, 0.41, 45813
0.42, -0.04, 0.91, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45823
0.42, -0.04, 0.90, 0.00, -0.43, 0.30, 0.05, -0.05, 0.41, 45833
0.42, -0.04, 0.90, 0.00, -0.49, 0.24, 0.04, -0.05, 0.41, 45843
0.42, -0.04, 0.90, -0.12, -0.43, 0.30, 0.04, -0.05, 0.42, 45853
0.42, -0.04, 0.90, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45863
0.42, -0.04, 0.91, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45873
0.42, -0.04, 0.91, -0.12, -0.43, 0.30, 0.04, -0.05, 0.41, 45883
0.42, -0.04, 0.91, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 45893
0.42, -0.04, 0.90, -0.06, -0.43, 0.30, 0.05, -0.05, 0.41, 45903
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45913
0.42, -0.04, 0.91, 0.00, -0.49, 0.24, 0.04, -0.05, 0.41, 45923
0.42, -0.04, 0.90, -0.06, -0.49, 0.30, 0.04, -0.05, 0.41, 45933
0.42, -0.04, 0.91, 0.00, -0.37, 0.30, 0.04, -0.05, 0.41, 45943
0.42, -0.04, 0.90, 0.00, -0.37, 0.24, 0.04, -0.05, 0.41, 45953
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45963
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 45973
0.42, -0.04, 0.91, 0.00, -0.43, 0.24, 0.04, -0.05, 0.41, 45983
0.42, -0.04, 0.91, -0.06, -0.49, 0.30, 0.04, -0.05, 0.41, 45993
0.42, -0.04, 0.91, -0.06, -0.43, 0.24, 0.05, -0.05, 0.41, 46003
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 46013
0.42, -0.04, 0.91, -0.12, -0.43, 0.30, 0.04, -0.05, 0.41, 46023
0.42, -0.04, 0.90, -0.06, -0.43, 0.24, 0.04, -0.05, 0.41, 46033
0.42, -0.04, 0.90, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 46043
0.42, -0.04, 0.90, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 46053
